full_text,Misoginy
"  Otra feminazi, sois incongruentes totalmente, no fue víctima por llevar una bandera y se agredida?, uyss claro q era una bandera, de España si fuese la anticonstitucional republicana, horrorosa por cierto, sería otra cosa. vetdad?",0
 Y xq no van alla las feminazis a cantar y bailar en pelotas?? Ahhh es q son feminazis pero no cojudos alla las revientan,0
"Si a las feministas tanto les molesta Twitter y hombres en general ¡Ellas son sumamente independientes son el alfa y omega de nuestra sociedad¡ pueden crear un red social ""FEMINAZI"" y así dejan de joder al resto q no compartimos su enfermo pensamiento lleno odio y resentimiento.",0
A ver feminazis las veo hablando del tema... ,0
Que pensaran las feminazis al ver la hermosura y presencia dominante del patriarcado opresor? Ummm ,0
" Sabia que la persona que la asesinó fue la madre ? A mas de feminazi, es una perfecta pendeja",0
Dónde están las feminazis? Si pueden etiqueten a su feminazi favorita. ,0
"  Nos tuvimos que calar,a las feminazis empelotas, cantando pendejadas y con su ""selva"".. Ahora joden, porque pan muestren con orgullo sus hallacas.. NO JODAN",0
           Haganlo por la mala vamos a ver quien sale llorando loca feminazis,0
" reparte en Sevilla réplicas de fetos de 14 semanas en una campaña contra el aborto.

Las feminazis rabian de odio.

No soportan ver la realidad. Lo que llaman células, es una persona. Y lo que llaman dcho, es un asesinato.

Gracias VOX por dar voz a los que no la tienen.",0
"¿Feminismo? No. Barbarie. Cultura feminazi; delincuentes que agreden a personas por su sexo. Violencia contra semejamtes que como toda violencia merece y debe ser condenada y castigada por ley, tenga su origen en  un hombre o en una mujer. Eso es igualdad de genero. ",0
"Si tu novia no se pone así cuando le pidas matrimonio dejala,escupela y sal corriendo que perdiste buco tiempo ahí x gusto brother.

Lo de escupir era jodiendo x si alguna feminazi salio herida por mi comentario ",0
"Dedicado a todas las #FEMINAZIS 
      ",0
"Es innegable la superioridad moral del Indie. Solo Conociendo Rusia y la feminazi de Barbi Recanati en la asunción de Bigote, el resto son todos artistas rancios",0
Pobrecita ella quiere ser feminazi pero hay un macho espesándola en casa 🤭🤭🤭😂😂😂,0
Sigue la pura #CORRUPCIÓN en la   checalooooo  y no soy #adversario ni #prensafifi ni #conservadora ni #Feminazi sólo soy #veracruzana #BuenasTardes #BuenMartes a todas y todos ,0
"   Yo pensaba que eran más mayores, he visto el caso por encima solo. Pero vamos, que es lo que nos toca vivir en este totalitarismo feminazi.",0
"Una feminazi me acaba de mandar un mensaje privado  donde me dijo machista!
Jajajajajajaja
Seguramente me lo dijo por q me gustan los hombres...ya q me dijo q nunca podré gustar del sabor d una mujer 🤢
No mamen...no tengo la culpa de sus broncas!!!",0
"Jajajaja los jugadores de la sub 17 del América son unos putos cracks 🤣 vaya interpretación del violador eres tú, hasta a mi me dieron ganas de hacer un video de tan majestuosa coreografía feminazi 🤣",0
Nunca me ha gustado Mon Laferte. Y menos ahora que anda interactuando con La*ren. No quiero que su mala influencia feminazi le lave mas la cabeza de lo que la tiene a L.,0
"Oye tu! feminazi!!!
Te has dado cuenta que eres la antítesis de lo que demandas?
Solo demuestras ignorancia, brutalidad y falta total de empatía. ",0
Para estos carnavales amiga feminista o féminazi mejor larguese de PTY porque si no morirá de rabia por la canción de carnaval. XD,0
"🚥No es q vienen, llegaron, los tiempos difíciles, ya están aquí con todo y sus movimientos apocalipticos del cambio climático , el demencial y patético feminazi el adoctrinamiento de genero y otro tanto más que te atenazan, pero ojo! no cuestiones ,estarías agrediendo al mundo❗ ",0
"Hasta cuando  tenemos que soportar a esta inepta  #FEMINAZI-Promuerte????
Ya Basta  !!!! 
#FueraRomoFuera ",0
"Ya no se puede opinar de nadie ni hacer un comentario por culpa de las feminazis q se creen superman compartiendo un video
E aqui la diferencia entre feminista y feminazi ",0
Patriarcado 1 feminazis 0 en ASTINAVE EP ,0
A ver a ver Carmen dejá de andar violando maldita feminazi te vas a morir,0
Cuando una #FemiNazi saca un cuchillo /// Pero le sacas un pan y un jamón y te hace un sándwich por instinto . ,0
Continúan las feminazi hostigando a los carabineros en diversas comisarías con su zumba insoportable. Les acompañan flaites y típicos encapuchados que luego comienzan a atacar las comisarías con pedradas y no faltan los narcos que aparecen con armamento automático. ¿Hasta cuándo?,0
"Hay revistas y diarios feministas que desconocen el término ""feminazi"", tienen argumentos estupidos",0
"Si yo estoy haciendo mi trabajo y viene una ""feminista"" en una concentración y me daña mi instrumento de trabajo, además de echarme pintura en la cara solo les diré que después va a haber una féminazi menos.",0
"Me gustó y lo comparto..
Creo que lo haremos por casa
(Se agradece cero bullying LGBTI+ o Feminazi) ",0
 Y si un chico hace eso a una chica como se llama a si acoso según las feminazis :v,0
"Supongo que cualquier MUJER que se precie, debe sentir vergüenza ajena viendo a estas ""señoritas"" haciendo tanto el ridículo y yo pregunto ¿Cómo es posible que el colectivo #FemiNazi reciba subvenciones millonarias del gobierno? ",0
Espero no ser declarado objetivo feminazi por mi anterior patriarcal tweet.,0
"Os estáis riendo mucho con las feminazis locas del coñø y su bailecito... pero de esas 200 del vídeo, seguro que 50 acabaron en casa haciendo la cena, libre y voluntariamente y las otras 150 viven con sus padres y mamá les hizo la cena. Harto de tanta 💩 feminazi!!!",0
"Según lógica feminazi, un hombre caballeroso puede ser tildado de acosador. Lo que buscan es que en un futuro la mujer no sepa que es la caballerosidad. ",0
Alguna otra feminazi por ahí???,0
Él es un trolo y tú una feminazi resentida. ,0
"Denle una Caguama a ese Español.
XD XD C Mmo
#FemiNazis #Feministas #ElVioladorEresTu ",0
Feminazi Venezolana causa furor en los comics.,0
"""Contra las feminazis""
¡Locuras a granel!

Fenomenoide vs himno feminazi.



",0
El haber tenido hermanos con tendencias de machismo exarcerbado solo me han servido de con quien agarrarme a madrazos y eso que no soy féminazi.,0
  😂😂🤣.  Eso quieren llamar la atención. Igual las feminazis. Nosotros les damos la vida con nuestra publicidad.,0
A las Feminazi les encantará esta bellezura! así se admira la vida! No se aborta! ,0
"Si se preguntan porque Taylor Swift se volvió radical feminazi de la noche a la mañana es porque el mafioso de Soros le ayudo a recomprar los derechos de su música, esto demuestra que ningún famosillo se vuelve ""feminista"" de gratis, siempre hay una fuerte razón detrás de todo💰 ",0
Q idiota 🤦🏾‍♂️ como eras feminazi a están atacando a todo 😂😂😂😂 ,0
"Feminazi cegada y burra, aparte. 

Mira que ridiculiza a nuestros héroes 

Que ridiculicen a tu abuela!! Y de paso a tu papá, abuelo, hijos e hijas !!! ",0
Las mujeres nunca mienten segun la ley feminazi. ,0
Esto solo puede suceder en Capitalismo y en la libertad que lleva inherente este sistema. ¡En tu cara femiNAZI zurda de mierda! ,0
Jajajaja a por la cena jajajaja #Feminazi #LasTesis #MALEDUCADA #10Dic # ,0
"Nos va a tocar salirles a las feminazi a hacer Performance de familia... No soy violador!! América está despertando , el comunismo debe ser controlado.    ",0
" No tengo sensibilidad ante una feminazi. Lo siento. Si no le gusta lo que escribí,  no lo lea! Bai",0
Cuando la feminazi no entiende la respuesta al punto que le gusta. ,0
"Las feminazi en acción.  Jamás una mujer que haga eso tendrá más allá de mi indiferencia y secreto desprecio. 

",0
"Esto es FEMINAZI, no FEMINISTA 
Háztelo mirar🤦🏻‍♀️ ",0
"Bueno, ya, al Blueprint... la compañera mia, que le digo ""perro mojado"" de cariño hoy no quiso venir... que se siente agotada mentalmente.. y yo KHE? mardita si usas el cerebro... la propia perro mojado.. y despues anda pidiendo igualdad porque es medio feminazi.. que lo mame!",0
"A sido feminazi, con razón ",0
 Es la canción del momento el feminazi Challenge,0
Los Nazi de Hitler son niños de pecho al lado de las FemiNazi en el siglo 21 ,0
Que extraño que la ADL no se ha pronunciado del saludo Nazi de las FemiNazi en todo el mundo 🤔 ,0
Algo mas absurdo que las novelas Colombianas es ver una feminazi Dominicana.,0
"¿Os imagináis a un miembro de La Manada dando una conferencia en una universidad sobre cualquier tema relacionado con la mujer? Pensar el revuelo que eso causaría, sobretodo en el entorno feminazi. Pues eso está pasando en la UPV con la connivencia del gobierno y justicia",0
"Cómo reconocer a una #feminazi: No entienden la diferencia entre una #feminista y una feminazi (Y piensan que por postear esto, soy violador o misógino) 

Lean, estudien e infórmense, para que en unos años se den cuenta de lo pendejas/os que eran. ",0
Jajajajaja heroe del Bullying Feminazi ,0
"STAAAAAAAP, ESTÁN QUEMANDO EL MEME DE LAS FEMINAZI MUY RÁPIDO.",0
"¡Han cantado Bingo señores!
#ElVioladorEresTu #Feminazi ",0
La lección de Pérez-Reverte a la inculta feminazí Irantzu Varela que criticó la película 'El irlandés' - Periodista Digital ,0
"Aunque hubiera ido de manera consentida... Por ahí saldrán quienes dirán que lo hizo para llamar la atención, porque fijo que era una feminazi y escogió meterse en una bolsa negra para que se viera más dramático... ",0
Una feminazi quejandose por todo. ,0
"Una feminazi más, sólitas se echan al agua.... Peligro inminente para cualquier sociedad.... ",0
El mejor meme anti-Feminazi que he visto. ,0
"Que tipo de Feminazi resentida, maneja esta cuenta ??? ",0
"Esta feminazi es pulenta, flaite ordinaria.....y te voy a tratar más mal....ROTAAAAA ",0
"#dieta #feminista (moderna) = #feminazi 
No comer alimentos con forma fálica, por ejemplo, salchichas, pepinos, zanahorias, plátanos, percebes, nabos, rabo de toro, setas, por supuesto nada de leche (vacas oprimidas) ni huevos (gallinas violadas). No se que opinar de la manzana..",0
"Grupo feminazi vandaliza un Lamborghini ☹️
 Ellas alegan que por qué el vehiculo tiene caballos de fuerza y no Yeguas 🤯 .. ya no se puede ...😅😅😅 ",0
" Quién es María Galindo?
Es una ardida, basta, feminazi machirulo, adefesia y mil peyorativos más!
Se rapa una zona de la cabeza, cubre sus ojeras con carbón para parecer un femi-monstruo y ocultar su desgaste psicoemocional de lo q intenta  ser pero solo se queda en caricatura.",0
"Y con “quemar” me refiero a exponerlas públicamente, no al acto de quemar a alguien con fuego. Mejor aclaro por aquello de que alguna feminazi venga a darle vuelta a todo lo que puse lol",0
Este caso es un claro ejemplo del poder de las ONG progres y feminazis sobre el sistema de justicia. El hombre no tiene ninguna opción para obtener justicia. Es un puro linchamiento feminazi   ,0
En Manabí acaba de nacer “Julissa de Las Orquídeas Feminazi Puente de Las Américas”🤦🏼‍♂️🤷‍♀️,0
Que ni se enteren la Feminazis que el Delfin quedó campeón xq son capaces de llevarseles a todas la burritas 😥😥,0
 No demoran en salir las feminazis resentidas a decir que ellas no necesitan que un hombre les regale nada para sonreir,0
"Por un 2020 sin ninguna feminazi!
Amén!🙏🏼❣️",0
" Y las mujeres al ser madres también lo deben hacer, de hecho muchas lo hicieron, a eso se le llama igualdad cariño, defiendo y defenderé a las mujeres, pero las feminazi milenials son basurita ignorante que odia a los hombres tanto como odia todo lo demás.",0
 A la FEMINAZI megan rapinoe no le gusto este comentario! :v,0
"  Esa es la diferencia entre un animal y una FEMINAZI, la CIVILIZACIÓN. (""Quisiera ser tan civilizado como los animales"", gracias Roberto Carlos)",0
BRILLANTE RESPUESTA A UNA FEMINAZI!!!!!!! ,0
Hay que tenerlos muy gordos para decirlo allí delante de tanta Feminazi. ,0
" Yo pensé que era una loca feminazi de 26 años, por la cara en algunas fotos. Ahora que veo que es una chiquilla de 16, todo mi respeto.",0
"Tristeza. Justo hoy, un día tan special p/ntras amadas, irremplazables y hermosas féminas, constato q la infame semilla del odio feminazi fué sembrada en Pmá.
Recién tuve un desagradable intercambio c/ésta promotora del caos. Usa pseudónimo y esta es su inspiradora foto d perfil. ",0
"Me da risa pensar en que las feminazi tengan una árbol de navidad en sus casas, siendo que querían a la iglesia fuera del estado.
Lo del árbol lo inculcó la iglesia :v 😂 😂",0
"Maginate la feminazi, hasta el humor lo quieren condicionar! #Nojoda ",0
Feminazis digan lo suyo!!!! ,0
"El ""inocente"" movimiento feminazi ",0
"  Si es libertad, el no está dañando a nadie, ni obligando a nadie a disfrutar de su festejo. Que vos y otros se ofendan es otra cosa, lo que no significa que él este cometiendo un delito.
Otra cosa, está disfrazado de feminazi asesinada, y es humor negro, bastante bueno.",0
esto quieren en Ecuador las silvites #Feminazis ,0
" ""Feminazis en acción""!",0
"Acaban de soltar al violador de megaplaza de chica fan de bts,  y esa payasa de  no dice nada, para payasadas las féminazis son buenas, pero para actuar no hacen un carajo",0
"Ya asumió Ofelia, la feminazi",0
 Así es. Hasta vendrán los de las feminazis y demás .,0
" Sì,  però solo  de las  Hdp. ...son las ""cosas"" más asquerosas  de este  mundo... algunos  las llaman  también  feminazi 😉",0
  Y ahora llega la progre feminazi anti-capitalista y lo que va a hacer es restringir más los carros cuando lo que necesitaba gritos Bogota es más infraestructura y vías! Nos jodimos!,0
Que irrespeto con las feminazis... Y la culpa no era mía ni co...🎵🍆 ,0
Deberían reportarla spam y darle Unfollow y se le terminó todo a la loca feminazi 🖐️,0
Se que cumpli mi misión cuando una feminazi me elimina de FB.,0
Feminazi de mierda ,0
 Feminazis en vez de orcos.....así se pone más terrorífica la pelicula....,0
"  Festejaría de la misma manera si obtengo un título. Las feminazis son material de burla al 100% y así será, por los siglos de los siglos. Amén! 😂",0
"MACABRA “LÓGICA” PROGRE FEMINAZI: Están a favor del aborto porque “MATAR AL CONCEBIDO ES SU DERECHO” PERO MATAR a un toro es una CRUELDAD hasta protestan en las calles contra las corridas de toros, así son de DIABÓLICAS, INHUMANAS Y CRUELES estás enajenadas mentales, soy #ProVida ",0
" A Asia Bibi (condenada por ejercer su derecho a profesar su fe cristiana) la defendió la iglesia, no vi a las feministas ni a los 🌈 decir ni pío...la iglesia sí se pronuncia por las ejecuciones a los homosexuales en estos países...tampoco veo a las feminazis ni al 🌈 hacer NADA",0
"  Jajaj díle es a quien la usa y le quita sus dolores, bruta, feminazi y seguramente tu marido te saca la puta borracho.",0
Con cariño para las feminazis jajaja ,0
Pregunta seria: Las mamas feminazis le compraran juegos de cocinita a sus hijas bebes?,0
" Estoy de acuerdo con lo dicho por el sacerdote.... estás feminazis y LGTB hablan de pedofilia, cuando ellos apoyan a las organizaciones de pedofilos de eatados Unidos....  y no dicen nada sobre la NAMBLA...  acá en Peru no van a prosperar....",0
"   Solo miren la cara de esa cuatro ojos como lo miraba. Hay Feminazis, por que odian a los hombres?",0
" Soy auto-eficaz :D

cuando tu novia te salga con tonterias de feminazi por usar tanto esta palabra (arriba el patriarcado)",0
 Nadie tiene la culpa de que seas una abortera enferma mental. Por qué deberíamos pagar tus drogas feminazi?,0
    Espero que no tenga hijos varones que algún día caigan en manos de estas mujeres que abusan de la ley para tener protagonismo y sacar ventaja de lo que tienen. Si yo fuera hijo suyo sentiría vergüenza de tener un padre feminazi. Lo dejo hasta aquí. Feliz día.,0
 Definitivamente lo peor que puede sucederle a la sociedad es estar rodeada de algunas feminazis. Mejor bailemos el ritmo del año y burlémonos de esa recua ,0
 Jajajaja violacion ... típica feminazi,0
  Jajajajaja jajajajaja para lo que quedaron las Feminazis para la burlaaaaaaa...🤣,0
"Una jovencita progre feminazi con problemas existenciales garabatea unas cuantas frases incoherentes, con lo que gana en un mediocre concurso de poesía progre, y enseguida se alucina un referente intelectual con derecho a quemarlo todo porque no valoran su arte. Así estamos. ",0
   y no creo que una feminazi le de like a mi comentario,0
"  No defiendo el accionar de la policía,  pero tampoco tu actitud de hembrista que busca cambiar el mundo y se cree oprimida, además de la forma en la que expresas todo eso es típico de una hembrista. No comparto ni lo que dices ni lo de la policía. Feminazi.",0
Las infelices y resentidas de las feminazis quieren que a una persona se le robe su título universitario por tener humor negro. Más HDP no se consigue. ,0
 Es que no conoce a las feminazis,0
"Les quiero decir a las FEMINAZIS que a los hombres Dios nos hizo perfectos, y de las mujeres la más perfecta de todas es mi mamá ",0
    Y que sanción le damos a las feminazis que vandalizar y destruyen propiedades??,0
"Apoyo totalmente al ""LicenciadE Vidal"" ante el ataque del fascismo progresista y su dictadura de pensamiento único.

Yo propongo que se lo declare:

🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷
HEROE NACIONAL DEL SIGLO21
🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷

Cada RT es 1 feminazi ofendida ",0
 Con que no sea feminazi suficiente.,0
"  Pero qué falsos, no se vistió de víctima de feminicidio, eso claramente es una feminazi violenta y sesgada",0
" - Entonces señor licenciadE admite que le tocó la figura a la  que dice a su favor?

- LicenciadE Vidal: 🤪

- Señor licenciadE ¡su silencio sólo lo incrimina más y más!
-NO señor LicenciadE no desquite su ira anti feminazi conmigo atrás, se, señor licencia ¡AGKJGAKJAG! ",0
"  Gracias por ser femeninas.  Gracias a ser femeninas podemos dar vida tanto a hombres como a mujeres.  El feminismo tuerce todas las virudes y las gracias de nosotras las damas.  Las ""feministas"" se han tornado ""feminazis"".",0
   Yo sospecho q muchas celebran las violaciones a otras mujeres x q eso les da la razón. Así de enfermas llegan a ser más feminazis. O esperan q muera una mujer pariendo para alentar al aborto.,0
     Ayyyy feminazi se te ven las costuras.... Mira la mayoría.... ,0
" Un tipo se recibió en la Siglo XXI y se disfrazó de feminazi asesinada, un disfraz un poco grotesco quizás, pero lleno de humor negro. Y como no podía ser distinto, las feminazis y sus mascotas quieren que lo azoten en la plaza, le quiten el título y lo adoctrinen.",0
" Que fàcil es generalizar. Despuès como siempre, se contradicen criticando a las feminazis con que todos somos violadores😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣🤣",0
Chamadre estoy no puedo ser feminazi😩 ,0
" Es una loca feminazi, cuyo “interés” es darse a notar, obviamente lo que no tiene... Cerebro.",0
Después el escándalo es un pibe que se disfraza de feminazi ,0
"  Si no sufrir de complejos es de medieval lo seré, medieval son las feminazis adaptando el machismo, un machista y una feminazi se complementan, tal para cual, los chamos de ahora viven llenos de complejos porque solo viven en su mundo virtual.",0
 Que dicen las feminazis? Violencia de género o discusión entre hembras?,0
" Debe ser Feminazi por omitir  a ""a"" ""o"" 
Tienen estiércol en el cerebro.",0
"Por hdp, mal paridos, aborto del orto del diablo como este marica  es que las #feminazis odian a los hombres ",0
"Coño  estas feministas o feminazis, como le dicen algunos, cada día están más locas, se van a volver peor que los machistas ",0
Espero que no se refiera a Feminazis..... ,0
"Las FemiNazi mexicanas llenas de odio e ira queman biblias y exigen al presidente que Dios sea borrado.

Como en los días de la Nazi alemana de Hitler quemaban los libros y perseguian y asesinaban a los cristianos, judíos, homosexuales y gitanos. ",0
" Sus tetas cambiaron el mundo jajaja es una feminazi pero discrepo sí es una gran artista, lástima que el neomarxismo la capturó.",0
Cuando te alucinas feminazi pero acusan a tu idolo de barro.. ,0
 Q problema tan hijueputa en el q se ha convertido hasta responderle el saludo a estas feminazis de teclado,0
" Así son las feminazi;  pretenden imponer  la ""libertad"" del desenfreno, la ""libertad"" de la inmoralidad, la ""libertad"" de la sinrazón.",0
"Las feminazis dicen que si los hombres podemos estar sin suéter cubriéndonos el pecho, ellas también, ignorando que los senos de los hombres no son atractivos sexuales como los de ellas sí. Senos de ellas al aire libre equivaldría a Penes de nosotros al aire libre. Eso sí.",0
" Eso es no tener nada que hacer, le acepta las disculpas por un cumplido que le hizo (no le cantó Reguetón ni nada) y aún así lo boletea? Madure niña feminazi.",0
  Tienen caca en la cabeza esas feminazis!,0
" Que pena que los medios estén tomados de esta forma... realmente eso es lo preocupante. Pero somos realmente la opinión publica, no la publicada tergiversada. Debemos hacernos oir! La locura feminazi no representa ni el 10% de la población femenina mundial! Están desubicadas!!",0
"Europa se está llenando de musulmanes, muy pronto comenzarán a perseguir homosexuales y feminazis. Van a dominar el mundo y todo lo que hoy parece cool desaparecerá.",0
" Es una propuesta, seriamente desquiciada. Habría que tomarla en cuenta. A las feminazis les va a encantar.",0
 quieren igualdad las feminazis abortistas? pero castigan 1 boludo q se equivocó q tiene  muy merecido el repudio social pero de ahí a sancionar se les fue la mano sólo para quedar bien con estúpidas d pañuelo verde q lo + suave q hacen es defecar en iglesias y mostrarse desnudas,0
" Casi lo q piden las feminazis, matar a un hijo en el vientre 🤦🏻‍♀️",0
 Para las feminazis eso sería acoso y ya estarías purgando carcel,0
"Y se les acabó el teatro a las Feminazis Progres el cuento del ""Víolador eres tú"".",0
"Yo , desestresándome de tanta feminazi ",0
" Y al otro día las feminazis hacen que el profesor pierda el trabajo, ahora lo van a aprobar si presenta una ""tesis"" sobre los 2 millones de genero y el patriarcado en occidente.",0
 Jajajajahaja🤮🤮🤮🤮🤮🤮🤮🤮🤮Vieja de mierda SORETE inmunda vomitiva la feminazi asquerosa.,0
 Jajajajja se pasan estas feminazis cierto? Jajajaja,0
"  Parodia de una feminazi, me extraña que te comas el verso de los medios que ni siquiera dieron derecho a replica, una vezdañaa escrache y condena social sin derecho a defensa alguna. Menos empatía, me uso de razón y más respeto a la libertad ajena.",0
 Y porque este no tiene ruido? porque las feminazis no dicen nada?,0
"Qué pensará sobre la medida que tomó el partido político que tanto defiende el gnomo parásito, feminazi y virgen de CUIL de  ?! ",0
"Hombres que le dicen ""onvrez"" a otros, para mi son una puta mierda, vayan con su dueña la feminazi y pídanle una correa y croquetas.",0
"Mrc
Quien toma en serio los memes?
Solo una feminazi a favor del aborto que tengo en mi Facebook 
Que muchacha más ridícula en la vida",0
  No señor ! Vaya y revise la historia y las intenciones que estás feminazis sin cerebro quieren hacer con su dinero,0
"   Se quiso burlar de las feminazis, como lo hacen muchos, porque la verdad que ustedes y toda su ideología es bastante patética y se merece mínimo 10 burlas cada 15 minutos.",0
" Feminazis al poder.
Esa trama con el dichoso disfraz me da mucha risa. Ósea relajansen, sigan con sus temas. He visto muchas mujeres riendo y hasta bailando la dichosa canción esa, en las discotecas la colocan. 🍻",0
"   Lamentablemente quienes promueven el machismo son las mismas mujeres, y estoy en contra del comunismo en todas sus formas, donde tratan de adoctrinar a las personas a realizar lo que ellos quieren, entre ellas las FEMINAZI, todos deben tener libre ALBEDRIO (Así lo dice la BIBLIA)",0
así son las feminazis. ,0
y entonces #feminazi te vas a quedar con esa? ,0
Y librame de las feminazi... Amén 🙏🏻,0
  Si sras feminazis en este caso les doy la razón hay que matar ao feto. Pero sras feminazis porque no proponen la MUERTE del violador esa si es la solución porque el VIOLADOR seguirá violando osea afectará a mas perosnas y eso jamas lo proponen uds,0
"Uy no! Le salió competencia a #SuirySobrino y a #DafneHuilca
Otra terrorista biológica...entre feminazis abortistas renegadas de la heterosexualidad, que deforman su físico (el cerebro fundamentalmente) y taradas menstruantes que se sienten discriminadas. 🤦🏽‍♂️🤮🤐 ",0
"  Tiene temple, tiene carácter. No necesita de manginas ni de feminazis para defenderse.",0
Ya salió alguna feminazi atacando por qué hay 5 mujeres en el piso ? ,0
"Pregunta seria, este Domingo se puede felicitar a las madres en su día o estaria en franca violación de algún artículo del  manuscrito Voynich-feminazi aprobado en la convención de la Academia Mágica Beauxbatons.",0
No hay mejor respuesta que esta que recibe una #FemiNazi a un tweet suyo. Me encanta el zascas poético que recibe y así deberían de hacer antes de exterminar a gente que como está no aporta nada a la mejora de la humanidad. ,0
" Seguramente no y se hizo feminazi porque nadie tuvo los 🥚🥚 de soportarla y fue engañada, como la.mayoria de ese ""clan"".",0
  Detrás de una feminazi hay una mujer resentida. Y detrás de todas las resentidas está María Galindo.,0
"Se imaginan una canción como “Jennifer del Estero” de Illya Kuryaki en estos tiempos de feminazis y ofendidos:

Tengo mi funny pinga for your little chichachicha..

Jennifer Lopez entró a mi casa, abrió la heladera, puso su culo junto a las cerezas..

Las preciosas se mueren!!",0
Pero si es el tino no es acoso? Donde estan las feminazis cuando se les necesita? ,0
    Ya somos como él... Lea acerca del Neoliberalismo ignorante feminazi,0
Tengo el palito para las feminazis y las fascistas.,0
" Deben de comprarle lentes al policía de manera urgente,ridícula estas feminazis están enloqueciendo de verdad,si hubiera sido un piropo irrespetuoso de acuerdo,no sé cómo serán en su familia donde haya hombres no les permitirán ni q las miren peor q les hablen 🤡",0
Este tweet le ha ardido a algunas feminazis… no le veo nada de malo ,0
"En lo particular, miro cada vez más difícil una verdadera oposición, definitivamente la  dejo de ser esa esperanza para el pueblo, se quedó con los empresarios pro-gobierno y la  está llena de sandinistas renovados y feminazis! ",0
Para las feminazis. Respeto mutuo 😎 #feminismo #feminazi ,0
"Manual de supervivencia con utensilios, tan necesarios e imperdibles, como un glosario y una descripción, exhaustiva y divertida, de los diferentes tipos de “feminazis”.
#FeministInternet 
#cristinaseguí 

",0
   Que esperan las feminazis chavistas para apoyar este solicitud?,0
" Feminista, no feminazi/femiloca. Tu reivindicas el valor de la mujer. El resto son cojudeces.",0
"   Eres, podemita verdad? Igual a feminazi atontada",0
  Otra feminazi más...,0
 Ni la unión de abortistas y feminazis ni la alianza del gran capital me representan.,0
"Que alegría carajo, estoy más feliz que perro con dos colas, que veneco en barber shop, q feminazi viendo Steven Universe, bueno, uds entienden. Arriba Alianza!",0
Esa del saco verde (la que hace el solo de baile) es la feminazi más cuerda que he visto. ,0
   Perdona pero esa mujer es una feminazi ! Así que sabemos muy bien las intenciones y su filosofía ! No te dejes tú engañar por ellas,0
Hola estúpida feminazi. Se escribe hombres. Y ya viste que la mamá y demás familiares han sido cómplices o eso no conviene a tu retórica? ,0
Suelen ser en su mayoría feminazis ,0
"Feminazi, Asesina. 

El Abuelito Asesinado por una Feminazi... ",0
"hizo al principio, se convirtió en una burla en redes sociales.

Si solo quedaba en que fue piropeada en la calle, la mayoría la hubieran apoyado, sin embargo el discurso pedorro feminazi del final consiguieron totalmente el efecto contrario.",0
"Muchas gracias por ese hilo amigo,muy instructivo para la época que estamos viviendo, cuidado con los ataques de las feminazis ahora, cuídate 🤣😂 ",0
Una feminazi q se cree ilustrada es destruida con su propio argumento infantil! Hizo el ridículo!  #Feminazi #Feministas #LasTesisSeniors #LasTesis ,0
Esto mismo digo.... Como vamos a reducir haciendo cual o tal cosa contraria lo normal.... Feminazis no las queremos en el poder. ,0
"Es cierto: No son feminazis las hembristas de hoy sino femicomunistas. 
De similar gravedad, el distintivo.",0
"  Feminazi tiene un concepto. 
Hijes,  hijxs  ... No.  
Abrazo.",0
"Los violó y donde están las #Feministas protestando? 
Ni uno menos!
#FemiNazis #Feminazi #Feminismo #Niunomemos #Niunamenos 

",0
" Siempre las feminazis jalan agua para su molino. En ves de aportar a luchas pendientes, todo lo ideologizan y lo unico que causan es rechazo y repudio de los demas",0
 De la feminazi jajajaja,0
"Quisiera que alguna ex feminista, o mejor dicho, ex feminazi (puede seguir siendo feminista) me cuente su experiencia y cómo se dio su despertar, cómo lo identificó y por qué decidió dejar de ser femimarxi.",0
  Totalmente cierto y más aún cuando se convierten en feminazis como se vio en las regionales de la mano de esas disque verdes,0
 Lo que no me gusta que le.meten al  feminazi escondido por ahí.,0
Esa feminazi si en realidad supiera lo q es un morbo q t digan n la calle capaz y arma la guerra mundial 😂,0
Por un 2020 con más féminas y menos feminazis. ,0
"Este es el movimiento feminazi que no me representa! 
",0
Van a armar el ejército feminazi liberal ,0
#Yonosoyviolador todas esos movimientos sociales financiado por la izquierda internacional dan asco! Vivmos un mundo donde existe igual entre ambos sexo #Feministas = #Feminazi ,0
O todas las feminazis son lesbianas o no culean. Heyy ya bajenle un punto al tema del odio al hombre y el patriarcado. Y si una mujer prefiere estar en su casa con sus hijos dejénla ser como le de la gana. O quienes son para decirle lo que es correcto o no? En serio se pasan.,0
"#PapaNoel no existe #Feminazis
",0
" Una flaca feminazi, que su TL es queja absolutamente de todo, y estuvo hablando de la foca, o sea no por defenderlo a el, sino porque en general ya es un exceso.",0
"La feminazi me bloqueó 
Ahora ¿Cómo le doy las gracias? 🤣",0
" Q valiente tu..te felicito ..eso es ser una verdadera mujer ,no como las feminazis ..de admirar tu gesto..Dios te lo recompensara",0
" Ja! Marxistas, anarquistas y feminazis participando de la eucaristia. Como dicen por ahi: el chiste se cuenta solo.",0
       Guía práctica para ser feminazi 😂,0
